"Povpreène meseène bruto plaèe (EUR) po statistiènih regijah prebivališèa, starostnih skupinah in spolu, Slovenija, letno"

"STATISTIÈNA REGIJA";"STAROST";"SPOL";"MERITVE";"LETO";Povpreène meseène bruto plaèe (EUR)
"Jugovzhodna Slovenija";"65 let ali veè";"Ženske";"Povpreèje";"2019";3560
"Osrednjeslovenska";"15-64 let";"Moški";"Povpreèje";"2008";1657
"Osrednjeslovenska";"15-64 let";"Moški";"Povpreèje";"2009";1688
"Osrednjeslovenska";"15-64 let";"Moški";"Povpreèje";"2010";1760
"Osrednjeslovenska";"15-64 let";"Moški";"Povpreèje";"2011";1804
"Osrednjeslovenska";"15-64 let";"Moški";"Povpreèje";"2012";1829
"Osrednjeslovenska";"15-64 let";"Moški";"Povpreèje";"2013";1826
"Osrednjeslovenska";"15-64 let";"Moški";"Povpreèje";"2014";1849
"Osrednjeslovenska";"15-64 let";"Moški";"Povpreèje";"2015";1879
"Osrednjeslovenska";"15-64 let";"Moški";"Povpreèje";"2016";1905
"Osrednjeslovenska";"15-64 let";"Moški";"Povpreèje";"2017";1928
"Osrednjeslovenska";"15-64 let";"Moški";"Povpreèje";"2018";1996
"Osrednjeslovenska";"15-64 let";"Moški";"Povpreèje";"2019";2064
"Osrednjeslovenska";"15-64 let";"Ženske";"Povpreèje";"2008";1567
"Osrednjeslovenska";"15-64 let";"Ženske";"Povpreèje";"2009";1651
"Osrednjeslovenska";"15-64 let";"Ženske";"Povpreèje";"2010";1703
"Osrednjeslovenska";"15-64 let";"Ženske";"Povpreèje";"2011";1739
"Osrednjeslovenska";"15-64 let";"Ženske";"Povpreèje";"2012";1751
"Osrednjeslovenska";"15-64 let";"Ženske";"Povpreèje";"2013";1744
"Osrednjeslovenska";"15-64 let";"Ženske";"Povpreèje";"2014";1784
"Osrednjeslovenska";"15-64 let";"Ženske";"Povpreèje";"2015";1803
"Osrednjeslovenska";"15-64 let";"Ženske";"Povpreèje";"2016";1835
"Osrednjeslovenska";"15-64 let";"Ženske";"Povpreèje";"2017";1871
"Osrednjeslovenska";"15-64 let";"Ženske";"Povpreèje";"2018";1922
"Osrednjeslovenska";"15-64 let";"Ženske";"Povpreèje";"2019";2011
"Osrednjeslovenska";"15-24 let";"Moški";"Povpreèje";"2008";920
"Osrednjeslovenska";"15-24 let";"Moški";"Povpreèje";"2009";935
"Osrednjeslovenska";"15-24 let";"Moški";"Povpreèje";"2010";1000
"Osrednjeslovenska";"15-24 let";"Moški";"Povpreèje";"2011";1044
"Osrednjeslovenska";"15-24 let";"Moški";"Povpreèje";"2012";1051
"Osrednjeslovenska";"15-24 let";"Moški";"Povpreèje";"2013";1067
"Osrednjeslovenska";"15-24 let";"Moški";"Povpreèje";"2014";1112
"Osrednjeslovenska";"15-24 let";"Moški";"Povpreèje";"2015";1133
"Osrednjeslovenska";"15-24 let";"Moški";"Povpreèje";"2016";1149
"Osrednjeslovenska";"15-24 let";"Moški";"Povpreèje";"2017";1165
"Osrednjeslovenska";"15-24 let";"Moški";"Povpreèje";"2018";1219
"Osrednjeslovenska";"15-24 let";"Moški";"Povpreèje";"2019";1265
"Osrednjeslovenska";"15-24 let";"Ženske";"Povpreèje";"2008";907
"Osrednjeslovenska";"15-24 let";"Ženske";"Povpreèje";"2009";940
"Osrednjeslovenska";"15-24 let";"Ženske";"Povpreèje";"2010";978
"Osrednjeslovenska";"15-24 let";"Ženske";"Povpreèje";"2011";1011
"Osrednjeslovenska";"15-24 let";"Ženske";"Povpreèje";"2012";1005
"Osrednjeslovenska";"15-24 let";"Ženske";"Povpreèje";"2013";1012
"Osrednjeslovenska";"15-24 let";"Ženske";"Povpreèje";"2014";1006
"Osrednjeslovenska";"15-24 let";"Ženske";"Povpreèje";"2015";1027
"Osrednjeslovenska";"15-24 let";"Ženske";"Povpreèje";"2016";1051
"Osrednjeslovenska";"15-24 let";"Ženske";"Povpreèje";"2017";1078
"Osrednjeslovenska";"15-24 let";"Ženske";"Povpreèje";"2018";1117
"Osrednjeslovenska";"15-24 let";"Ženske";"Povpreèje";"2019";1159
"Osrednjeslovenska";"25-34 let";"Moški";"Povpreèje";"2008";1423
"Osrednjeslovenska";"25-34 let";"Moški";"Povpreèje";"2009";1430
"Osrednjeslovenska";"25-34 let";"Moški";"Povpreèje";"2010";1481
"Osrednjeslovenska";"25-34 let";"Moški";"Povpreèje";"2011";1499
"Osrednjeslovenska";"25-34 let";"Moški";"Povpreèje";"2012";1507
"Osrednjeslovenska";"25-34 let";"Moški";"Povpreèje";"2013";1489
"Osrednjeslovenska";"25-34 let";"Moški";"Povpreèje";"2014";1506
"Osrednjeslovenska";"25-34 let";"Moški";"Povpreèje";"2015";1511
"Osrednjeslovenska";"25-34 let";"Moški";"Povpreèje";"2016";1526
"Osrednjeslovenska";"25-34 let";"Moški";"Povpreèje";"2017";1554
"Osrednjeslovenska";"25-34 let";"Moški";"Povpreèje";"2018";1632
"Osrednjeslovenska";"25-34 let";"Moški";"Povpreèje";"2019";1707
"Osrednjeslovenska";"25-34 let";"Ženske";"Povpreèje";"2008";1352
"Osrednjeslovenska";"25-34 let";"Ženske";"Povpreèje";"2009";1387
"Osrednjeslovenska";"25-34 let";"Ženske";"Povpreèje";"2010";1426
"Osrednjeslovenska";"25-34 let";"Ženske";"Povpreèje";"2011";1436
"Osrednjeslovenska";"25-34 let";"Ženske";"Povpreèje";"2012";1436
"Osrednjeslovenska";"25-34 let";"Ženske";"Povpreèje";"2013";1423
"Osrednjeslovenska";"25-34 let";"Ženske";"Povpreèje";"2014";1434
"Osrednjeslovenska";"25-34 let";"Ženske";"Povpreèje";"2015";1433
"Osrednjeslovenska";"25-34 let";"Ženske";"Povpreèje";"2016";1433
"Osrednjeslovenska";"25-34 let";"Ženske";"Povpreèje";"2017";1468
"Osrednjeslovenska";"25-34 let";"Ženske";"Povpreèje";"2018";1519
"Osrednjeslovenska";"25-34 let";"Ženske";"Povpreèje";"2019";1591
"Osrednjeslovenska";"35-44 let";"Moški";"Povpreèje";"2008";1756
"Osrednjeslovenska";"35-44 let";"Moški";"Povpreèje";"2009";1792
"Osrednjeslovenska";"35-44 let";"Moški";"Povpreèje";"2010";1866
"Osrednjeslovenska";"35-44 let";"Moški";"Povpreèje";"2011";1907
"Osrednjeslovenska";"35-44 let";"Moški";"Povpreèje";"2012";1948
"Osrednjeslovenska";"35-44 let";"Moški";"Povpreèje";"2013";1933
"Osrednjeslovenska";"35-44 let";"Moški";"Povpreèje";"2014";1946
"Osrednjeslovenska";"35-44 let";"Moški";"Povpreèje";"2015";1983
"Osrednjeslovenska";"35-44 let";"Moški";"Povpreèje";"2016";1994
"Osrednjeslovenska";"35-44 let";"Moški";"Povpreèje";"2017";1995
"Osrednjeslovenska";"35-44 let";"Moški";"Povpreèje";"2018";2058
"Osrednjeslovenska";"35-44 let";"Moški";"Povpreèje";"2019";2133
"Osrednjeslovenska";"35-44 let";"Ženske";"Povpreèje";"2008";1600
"Osrednjeslovenska";"35-44 let";"Ženske";"Povpreèje";"2009";1693
"Osrednjeslovenska";"35-44 let";"Ženske";"Povpreèje";"2010";1749
"Osrednjeslovenska";"35-44 let";"Ženske";"Povpreèje";"2011";1783
"Osrednjeslovenska";"35-44 let";"Ženske";"Povpreèje";"2012";1804
"Osrednjeslovenska";"35-44 let";"Ženske";"Povpreèje";"2013";1796
"Osrednjeslovenska";"35-44 let";"Ženske";"Povpreèje";"2014";1828
"Osrednjeslovenska";"35-44 let";"Ženske";"Povpreèje";"2015";1840
"Osrednjeslovenska";"35-44 let";"Ženske";"Povpreèje";"2016";1859
"Osrednjeslovenska";"35-44 let";"Ženske";"Povpreèje";"2017";1890
"Osrednjeslovenska";"35-44 let";"Ženske";"Povpreèje";"2018";1925
"Osrednjeslovenska";"35-44 let";"Ženske";"Povpreèje";"2019";2008
"Osrednjeslovenska";"45-54 let";"Moški";"Povpreèje";"2008";1729
"Osrednjeslovenska";"45-54 let";"Moški";"Povpreèje";"2009";1782
"Osrednjeslovenska";"45-54 let";"Moški";"Povpreèje";"2010";1851
"Osrednjeslovenska";"45-54 let";"Moški";"Povpreèje";"2011";1900
"Osrednjeslovenska";"45-54 let";"Moški";"Povpreèje";"2012";1929
"Osrednjeslovenska";"45-54 let";"Moški";"Povpreèje";"2013";1938
"Osrednjeslovenska";"45-54 let";"Moški";"Povpreèje";"2014";1964
"Osrednjeslovenska";"45-54 let";"Moški";"Povpreèje";"2015";2004
"Osrednjeslovenska";"45-54 let";"Moški";"Povpreèje";"2016";2053
"Osrednjeslovenska";"45-54 let";"Moški";"Povpreèje";"2017";2091
"Osrednjeslovenska";"45-54 let";"Moški";"Povpreèje";"2018";2176
"Osrednjeslovenska";"45-54 let";"Moški";"Povpreèje";"2019";2255
"Osrednjeslovenska";"45-54 let";"Ženske";"Povpreèje";"2008";1601
"Osrednjeslovenska";"45-54 let";"Ženske";"Povpreèje";"2009";1707
"Osrednjeslovenska";"45-54 let";"Ženske";"Povpreèje";"2010";1761
"Osrednjeslovenska";"45-54 let";"Ženske";"Povpreèje";"2011";1804
"Osrednjeslovenska";"45-54 let";"Ženske";"Povpreèje";"2012";1815
"Osrednjeslovenska";"45-54 let";"Ženske";"Povpreèje";"2013";1799
"Osrednjeslovenska";"45-54 let";"Ženske";"Povpreèje";"2014";1843
"Osrednjeslovenska";"45-54 let";"Ženske";"Povpreèje";"2015";1870
"Osrednjeslovenska";"45-54 let";"Ženske";"Povpreèje";"2016";1923
"Osrednjeslovenska";"45-54 let";"Ženske";"Povpreèje";"2017";1969
"Osrednjeslovenska";"45-54 let";"Ženske";"Povpreèje";"2018";2041
"Osrednjeslovenska";"45-54 let";"Ženske";"Povpreèje";"2019";2150
"Osrednjeslovenska";"55-64 let";"Moški";"Povpreèje";"2008";1963
"Osrednjeslovenska";"55-64 let";"Moški";"Povpreèje";"2009";2029
"Osrednjeslovenska";"55-64 let";"Moški";"Povpreèje";"2010";2137
"Osrednjeslovenska";"55-64 let";"Moški";"Povpreèje";"2011";2164
"Osrednjeslovenska";"55-64 let";"Moški";"Povpreèje";"2012";2167
"Osrednjeslovenska";"55-64 let";"Moški";"Povpreèje";"2013";2103
"Osrednjeslovenska";"55-64 let";"Moški";"Povpreèje";"2014";2081
"Osrednjeslovenska";"55-64 let";"Moški";"Povpreèje";"2015";2086
"Osrednjeslovenska";"55-64 let";"Moški";"Povpreèje";"2016";2100
"Osrednjeslovenska";"55-64 let";"Moški";"Povpreèje";"2017";2125
"Osrednjeslovenska";"55-64 let";"Moški";"Povpreèje";"2018";2176
"Osrednjeslovenska";"55-64 let";"Moški";"Povpreèje";"2019";2233
"Osrednjeslovenska";"55-64 let";"Ženske";"Povpreèje";"2008";2079
"Osrednjeslovenska";"55-64 let";"Ženske";"Povpreèje";"2009";2203
"Osrednjeslovenska";"55-64 let";"Ženske";"Povpreèje";"2010";2242
"Osrednjeslovenska";"55-64 let";"Ženske";"Povpreèje";"2011";2206
"Osrednjeslovenska";"55-64 let";"Ženske";"Povpreèje";"2012";2187
"Osrednjeslovenska";"55-64 let";"Ženske";"Povpreèje";"2013";2097
"Osrednjeslovenska";"55-64 let";"Ženske";"Povpreèje";"2014";2089
"Osrednjeslovenska";"55-64 let";"Ženske";"Povpreèje";"2015";2070
"Osrednjeslovenska";"55-64 let";"Ženske";"Povpreèje";"2016";2085
"Osrednjeslovenska";"55-64 let";"Ženske";"Povpreèje";"2017";2090
"Osrednjeslovenska";"55-64 let";"Ženske";"Povpreèje";"2018";2126
"Osrednjeslovenska";"55-64 let";"Ženske";"Povpreèje";"2019";2216
"Osrednjeslovenska";"65 let ali veè";"Moški";"Povpreèje";"2008";4176
"Osrednjeslovenska";"65 let ali veè";"Moški";"Povpreèje";"2009";4421
"Osrednjeslovenska";"65 let ali veè";"Moški";"Povpreèje";"2010";4394
"Osrednjeslovenska";"65 let ali veè";"Moški";"Povpreèje";"2011";4228
"Osrednjeslovenska";"65 let ali veè";"Moški";"Povpreèje";"2012";4108
"Osrednjeslovenska";"65 let ali veè";"Moški";"Povpreèje";"2013";3885
"Osrednjeslovenska";"65 let ali veè";"Moški";"Povpreèje";"2014";3665
"Osrednjeslovenska";"65 let ali veè";"Moški";"Povpreèje";"2015";3636
"Osrednjeslovenska";"65 let ali veè";"Moški";"Povpreèje";"2016";3637
"Osrednjeslovenska";"65 let ali veè";"Moški";"Povpreèje";"2017";3386
"Osrednjeslovenska";"65 let ali veè";"Moški";"Povpreèje";"2018";3157
"Osrednjeslovenska";"65 let ali veè";"Moški";"Povpreèje";"2019";3368
"Osrednjeslovenska";"65 let ali veè";"Ženske";"Povpreèje";"2008";3197
"Osrednjeslovenska";"65 let ali veè";"Ženske";"Povpreèje";"2009";3616
"Osrednjeslovenska";"65 let ali veè";"Ženske";"Povpreèje";"2010";3207
"Osrednjeslovenska";"65 let ali veè";"Ženske";"Povpreèje";"2011";3048
"Osrednjeslovenska";"65 let ali veè";"Ženske";"Povpreèje";"2012";3612
"Osrednjeslovenska";"65 let ali veè";"Ženske";"Povpreèje";"2013";3638
"Osrednjeslovenska";"65 let ali veè";"Ženske";"Povpreèje";"2014";3426
"Osrednjeslovenska";"65 let ali veè";"Ženske";"Povpreèje";"2015";3443
"Osrednjeslovenska";"65 let ali veè";"Ženske";"Povpreèje";"2016";3437
"Osrednjeslovenska";"65 let ali veè";"Ženske";"Povpreèje";"2017";3407
"Osrednjeslovenska";"65 let ali veè";"Ženske";"Povpreèje";"2018";3307
"Osrednjeslovenska";"65 let ali veè";"Ženske";"Povpreèje";"2019";3255
"Gorenjska";"15-64 let";"Moški";"Povpreèje";"2008";1510
"Gorenjska";"15-64 let";"Moški";"Povpreèje";"2009";1513
"Gorenjska";"15-64 let";"Moški";"Povpreèje";"2010";1582
"Gorenjska";"15-64 let";"Moški";"Povpreèje";"2011";1632
"Gorenjska";"15-64 let";"Moški";"Povpreèje";"2012";1660
"Gorenjska";"15-64 let";"Moški";"Povpreèje";"2013";1663
"Gorenjska";"15-64 let";"Moški";"Povpreèje";"2014";1707
"Gorenjska";"15-64 let";"Moški";"Povpreèje";"2015";1735
"Gorenjska";"15-64 let";"Moški";"Povpreèje";"2016";1780
"Gorenjska";"15-64 let";"Moški";"Povpreèje";"2017";1814
"Gorenjska";"15-64 let";"Moški";"Povpreèje";"2018";1887
"Gorenjska";"15-64 let";"Moški";"Povpreèje";"2019";1936
"Gorenjska";"15-64 let";"Ženske";"Povpreèje";"2008";1351
"Gorenjska";"15-64 let";"Ženske";"Povpreèje";"2009";1421
"Gorenjska";"15-64 let";"Ženske";"Povpreèje";"2010";1475
"Gorenjska";"15-64 let";"Ženske";"Povpreèje";"2011";1508
"Gorenjska";"15-64 let";"Ženske";"Povpreèje";"2012";1527
"Gorenjska";"15-64 let";"Ženske";"Povpreèje";"2013";1516
"Gorenjska";"15-64 let";"Ženske";"Povpreèje";"2014";1552
"Gorenjska";"15-64 let";"Ženske";"Povpreèje";"2015";1560
"Gorenjska";"15-64 let";"Ženske";"Povpreèje";"2016";1607
"Gorenjska";"15-64 let";"Ženske";"Povpreèje";"2017";1644
"Gorenjska";"15-64 let";"Ženske";"Povpreèje";"2018";1695
"Gorenjska";"15-64 let";"Ženske";"Povpreèje";"2019";1767
"Gorenjska";"15-24 let";"Moški";"Povpreèje";"2008";956
"Gorenjska";"15-24 let";"Moški";"Povpreèje";"2009";942
"Gorenjska";"15-24 let";"Moški";"Povpreèje";"2010";1001
"Gorenjska";"15-24 let";"Moški";"Povpreèje";"2011";1058
"Gorenjska";"15-24 let";"Moški";"Povpreèje";"2012";1067
"Gorenjska";"15-24 let";"Moški";"Povpreèje";"2013";1088
"Gorenjska";"15-24 let";"Moški";"Povpreèje";"2014";1134
"Gorenjska";"15-24 let";"Moški";"Povpreèje";"2015";1150
"Gorenjska";"15-24 let";"Moški";"Povpreèje";"2016";1182
"Gorenjska";"15-24 let";"Moški";"Povpreèje";"2017";1211
"Gorenjska";"15-24 let";"Moški";"Povpreèje";"2018";1265
"Gorenjska";"15-24 let";"Moški";"Povpreèje";"2019";1307
"Gorenjska";"15-24 let";"Ženske";"Povpreèje";"2008";875
"Gorenjska";"15-24 let";"Ženske";"Povpreèje";"2009";902
"Gorenjska";"15-24 let";"Ženske";"Povpreèje";"2010";947
"Gorenjska";"15-24 let";"Ženske";"Povpreèje";"2011";986
"Gorenjska";"15-24 let";"Ženske";"Povpreèje";"2012";993
"Gorenjska";"15-24 let";"Ženske";"Povpreèje";"2013";979
"Gorenjska";"15-24 let";"Ženske";"Povpreèje";"2014";1004
"Gorenjska";"15-24 let";"Ženske";"Povpreèje";"2015";1003
"Gorenjska";"15-24 let";"Ženske";"Povpreèje";"2016";1026
"Gorenjska";"15-24 let";"Ženske";"Povpreèje";"2017";1080
"Gorenjska";"15-24 let";"Ženske";"Povpreèje";"2018";1112
"Gorenjska";"15-24 let";"Ženske";"Povpreèje";"2019";1151
"Gorenjska";"25-34 let";"Moški";"Povpreèje";"2008";1340
"Gorenjska";"25-34 let";"Moški";"Povpreèje";"2009";1330
"Gorenjska";"25-34 let";"Moški";"Povpreèje";"2010";1385
"Gorenjska";"25-34 let";"Moški";"Povpreèje";"2011";1418
"Gorenjska";"25-34 let";"Moški";"Povpreèje";"2012";1427
"Gorenjska";"25-34 let";"Moški";"Povpreèje";"2013";1414
"Gorenjska";"25-34 let";"Moški";"Povpreèje";"2014";1438
"Gorenjska";"25-34 let";"Moški";"Povpreèje";"2015";1446
"Gorenjska";"25-34 let";"Moški";"Povpreèje";"2016";1468
"Gorenjska";"25-34 let";"Moški";"Povpreèje";"2017";1513
"Gorenjska";"25-34 let";"Moški";"Povpreèje";"2018";1592
"Gorenjska";"25-34 let";"Moški";"Povpreèje";"2019";1643
"Gorenjska";"25-34 let";"Ženske";"Povpreèje";"2008";1203
"Gorenjska";"25-34 let";"Ženske";"Povpreèje";"2009";1241
"Gorenjska";"25-34 let";"Ženske";"Povpreèje";"2010";1293
"Gorenjska";"25-34 let";"Ženske";"Povpreèje";"2011";1305
"Gorenjska";"25-34 let";"Ženske";"Povpreèje";"2012";1326
"Gorenjska";"25-34 let";"Ženske";"Povpreèje";"2013";1306
"Gorenjska";"25-34 let";"Ženske";"Povpreèje";"2014";1318
"Gorenjska";"25-34 let";"Ženske";"Povpreèje";"2015";1313
"Gorenjska";"25-34 let";"Ženske";"Povpreèje";"2016";1323
"Gorenjska";"25-34 let";"Ženske";"Povpreèje";"2017";1360
"Gorenjska";"25-34 let";"Ženske";"Povpreèje";"2018";1418
"Gorenjska";"25-34 let";"Ženske";"Povpreèje";"2019";1469
"Gorenjska";"35-44 let";"Moški";"Povpreèje";"2008";1623
"Gorenjska";"35-44 let";"Moški";"Povpreèje";"2009";1628
"Gorenjska";"35-44 let";"Moški";"Povpreèje";"2010";1697
"Gorenjska";"35-44 let";"Moški";"Povpreèje";"2011";1728
"Gorenjska";"35-44 let";"Moški";"Povpreèje";"2012";1766
"Gorenjska";"35-44 let";"Moški";"Povpreèje";"2013";1759
"Gorenjska";"35-44 let";"Moški";"Povpreèje";"2014";1791
"Gorenjska";"35-44 let";"Moški";"Povpreèje";"2015";1814
"Gorenjska";"35-44 let";"Moški";"Povpreèje";"2016";1855
"Gorenjska";"35-44 let";"Moški";"Povpreèje";"2017";1872
"Gorenjska";"35-44 let";"Moški";"Povpreèje";"2018";1948
"Gorenjska";"35-44 let";"Moški";"Povpreèje";"2019";1978
"Gorenjska";"35-44 let";"Ženske";"Povpreèje";"2008";1370
"Gorenjska";"35-44 let";"Ženske";"Povpreèje";"2009";1450
"Gorenjska";"35-44 let";"Ženske";"Povpreèje";"2010";1500
"Gorenjska";"35-44 let";"Ženske";"Povpreèje";"2011";1541
"Gorenjska";"35-44 let";"Ženske";"Povpreèje";"2012";1565
"Gorenjska";"35-44 let";"Ženske";"Povpreèje";"2013";1553
"Gorenjska";"35-44 let";"Ženske";"Povpreèje";"2014";1586
"Gorenjska";"35-44 let";"Ženske";"Povpreèje";"2015";1586
"Gorenjska";"35-44 let";"Ženske";"Povpreèje";"2016";1630
"Gorenjska";"35-44 let";"Ženske";"Povpreèje";"2017";1657
"Gorenjska";"35-44 let";"Ženske";"Povpreèje";"2018";1707
"Gorenjska";"35-44 let";"Ženske";"Povpreèje";"2019";1775
"Gorenjska";"45-54 let";"Moški";"Povpreèje";"2008";1567
"Gorenjska";"45-54 let";"Moški";"Povpreèje";"2009";1581
"Gorenjska";"45-54 let";"Moški";"Povpreèje";"2010";1653
"Gorenjska";"45-54 let";"Moški";"Povpreèje";"2011";1723
"Gorenjska";"45-54 let";"Moški";"Povpreèje";"2012";1748
"Gorenjska";"45-54 let";"Moški";"Povpreèje";"2013";1754
"Gorenjska";"45-54 let";"Moški";"Povpreèje";"2014";1822
"Gorenjska";"45-54 let";"Moški";"Povpreèje";"2015";1853
"Gorenjska";"45-54 let";"Moški";"Povpreèje";"2016";1920
"Gorenjska";"45-54 let";"Moški";"Povpreèje";"2017";1966
"Gorenjska";"45-54 let";"Moški";"Povpreèje";"2018";2060
"Gorenjska";"45-54 let";"Moški";"Povpreèje";"2019";2135
"Gorenjska";"45-54 let";"Ženske";"Povpreèje";"2008";1413
"Gorenjska";"45-54 let";"Ženske";"Povpreèje";"2009";1483
"Gorenjska";"45-54 let";"Ženske";"Povpreèje";"2010";1537
"Gorenjska";"45-54 let";"Ženske";"Povpreèje";"2011";1555
"Gorenjska";"45-54 let";"Ženske";"Povpreèje";"2012";1558
"Gorenjska";"45-54 let";"Ženske";"Povpreèje";"2013";1546
"Gorenjska";"45-54 let";"Ženske";"Povpreèje";"2014";1577
"Gorenjska";"45-54 let";"Ženske";"Povpreèje";"2015";1597
"Gorenjska";"45-54 let";"Ženske";"Povpreèje";"2016";1652
"Gorenjska";"45-54 let";"Ženske";"Povpreèje";"2017";1704
"Gorenjska";"45-54 let";"Ženske";"Povpreèje";"2018";1755
"Gorenjska";"45-54 let";"Ženske";"Povpreèje";"2019";1849
"Gorenjska";"55-64 let";"Moški";"Povpreèje";"2008";1738
"Gorenjska";"55-64 let";"Moški";"Povpreèje";"2009";1749
"Gorenjska";"55-64 let";"Moški";"Povpreèje";"2010";1830
"Gorenjska";"55-64 let";"Moški";"Povpreèje";"2011";1858
"Gorenjska";"55-64 let";"Moški";"Povpreèje";"2012";1896
"Gorenjska";"55-64 let";"Moški";"Povpreèje";"2013";1868
"Gorenjska";"55-64 let";"Moški";"Povpreèje";"2014";1860
"Gorenjska";"55-64 let";"Moški";"Povpreèje";"2015";1913
"Gorenjska";"55-64 let";"Moški";"Povpreèje";"2016";1944
"Gorenjska";"55-64 let";"Moški";"Povpreèje";"2017";1963
"Gorenjska";"55-64 let";"Moški";"Povpreèje";"2018";1994
"Gorenjska";"55-64 let";"Moški";"Povpreèje";"2019";2069
"Gorenjska";"55-64 let";"Ženske";"Povpreèje";"2008";1830
"Gorenjska";"55-64 let";"Ženske";"Povpreèje";"2009";1910
"Gorenjska";"55-64 let";"Ženske";"Povpreèje";"2010";1968
"Gorenjska";"55-64 let";"Ženske";"Povpreèje";"2011";1968
"Gorenjska";"55-64 let";"Ženske";"Povpreèje";"2012";1964
"Gorenjska";"55-64 let";"Ženske";"Povpreèje";"2013";1848
"Gorenjska";"55-64 let";"Ženske";"Povpreèje";"2014";1840
"Gorenjska";"55-64 let";"Ženske";"Povpreèje";"2015";1792
"Gorenjska";"55-64 let";"Ženske";"Povpreèje";"2016";1832
"Gorenjska";"55-64 let";"Ženske";"Povpreèje";"2017";1829
"Gorenjska";"55-64 let";"Ženske";"Povpreèje";"2018";1871
"Gorenjska";"55-64 let";"Ženske";"Povpreèje";"2019";1941
"Gorenjska";"65 let ali veè";"Moški";"Povpreèje";"2008";4158
"Gorenjska";"65 let ali veè";"Moški";"Povpreèje";"2009";3773
"Gorenjska";"65 let ali veè";"Moški";"Povpreèje";"2010";4307
"Gorenjska";"65 let ali veè";"Moški";"Povpreèje";"2011";3657
"Gorenjska";"65 let ali veè";"Moški";"Povpreèje";"2012";4267
"Gorenjska";"65 let ali veè";"Moški";"Povpreèje";"2013";3842
"Gorenjska";"65 let ali veè";"Moški";"Povpreèje";"2014";3341
"Gorenjska";"65 let ali veè";"Moški";"Povpreèje";"2015";3360
"Gorenjska";"65 let ali veè";"Moški";"Povpreèje";"2016";3683
"Gorenjska";"65 let ali veè";"Moški";"Povpreèje";"2017";3629
"Gorenjska";"65 let ali veè";"Moški";"Povpreèje";"2018";2983
"Gorenjska";"65 let ali veè";"Moški";"Povpreèje";"2019";2912
"Gorenjska";"65 let ali veè";"Ženske";"Povpreèje";"2008";2621
"Gorenjska";"65 let ali veè";"Ženske";"Povpreèje";"2009";2481
"Gorenjska";"65 let ali veè";"Ženske";"Povpreèje";"2010";z
"Gorenjska";"65 let ali veè";"Ženske";"Povpreèje";"2011";z
"Gorenjska";"65 let ali veè";"Ženske";"Povpreèje";"2012";z
"Gorenjska";"65 let ali veè";"Ženske";"Povpreèje";"2013";z
"Gorenjska";"65 let ali veè";"Ženske";"Povpreèje";"2014";z
"Gorenjska";"65 let ali veè";"Ženske";"Povpreèje";"2015";3362
"Gorenjska";"65 let ali veè";"Ženske";"Povpreèje";"2016";3287
"Gorenjska";"65 let ali veè";"Ženske";"Povpreèje";"2017";3363
"Gorenjska";"65 let ali veè";"Ženske";"Povpreèje";"2018";2763
"Gorenjska";"65 let ali veè";"Ženske";"Povpreèje";"2019";2676
"Primorsko-notranjska";"15-64 let";"Moški";"Povpreèje";"2008";1353
"Primorsko-notranjska";"15-64 let";"Moški";"Povpreèje";"2009";1373
"Primorsko-notranjska";"15-64 let";"Moški";"Povpreèje";"2010";1413
"Primorsko-notranjska";"15-64 let";"Moški";"Povpreèje";"2011";1468
"Primorsko-notranjska";"15-64 let";"Moški";"Povpreèje";"2012";1497
"Primorsko-notranjska";"15-64 let";"Moški";"Povpreèje";"2013";1497
"Primorsko-notranjska";"15-64 let";"Moški";"Povpreèje";"2014";1546
"Primorsko-notranjska";"15-64 let";"Moški";"Povpreèje";"2015";z
"Primorsko-notranjska";"15-64 let";"Moški";"Povpreèje";"2016";z
"Primorsko-notranjska";"15-64 let";"Moški";"Povpreèje";"2017";z
"Primorsko-notranjska";"15-64 let";"Moški";"Povpreèje";"2018";z
"Primorsko-notranjska";"15-64 let";"Moški";"Povpreèje";"2019";z
"Primorsko-notranjska";"15-64 let";"Ženske";"Povpreèje";"2008";1253
"Primorsko-notranjska";"15-64 let";"Ženske";"Povpreèje";"2009";1342
"Primorsko-notranjska";"15-64 let";"Ženske";"Povpreèje";"2010";1372
"Primorsko-notranjska";"15-64 let";"Ženske";"Povpreèje";"2011";1420
"Primorsko-notranjska";"15-64 let";"Ženske";"Povpreèje";"2012";1442
"Primorsko-notranjska";"15-64 let";"Ženske";"Povpreèje";"2013";1441
"Primorsko-notranjska";"15-64 let";"Ženske";"Povpreèje";"2014";1467
"Primorsko-notranjska";"15-64 let";"Ženske";"Povpreèje";"2015";z
"Primorsko-notranjska";"15-64 let";"Ženske";"Povpreèje";"2016";z
"Primorsko-notranjska";"15-64 let";"Ženske";"Povpreèje";"2017";z
"Primorsko-notranjska";"15-64 let";"Ženske";"Povpreèje";"2018";z
"Primorsko-notranjska";"15-64 let";"Ženske";"Povpreèje";"2019";z
"Primorsko-notranjska";"15-24 let";"Moški";"Povpreèje";"2008";885
"Primorsko-notranjska";"15-24 let";"Moški";"Povpreèje";"2009";880
"Primorsko-notranjska";"15-24 let";"Moški";"Povpreèje";"2010";946
"Primorsko-notranjska";"15-24 let";"Moški";"Povpreèje";"2011";996
"Primorsko-notranjska";"15-24 let";"Moški";"Povpreèje";"2012";1043
