"Povpreène meseène bruto plaèe (EUR) po skupinah poklicev (SKP-08) in spolu, Slovenija, letno"

"POKLIC";"SPOL";"MERITVE";"LETO";Povpreène meseène bruto plaèe (EUR, SKP-08)
"7318 Izdelovalci/izdelovalke predmetov domaèe obrti iz tekstilij, usnja in podobnih materialov";"Moški";"Povpreèje";"2017";-
"7318 Izdelovalci/izdelovalke predmetov domaèe obrti iz tekstilij, usnja in podobnih materialov";"Moški";"Povpreèje";"2018";-
"7318 Izdelovalci/izdelovalke predmetov domaèe obrti iz tekstilij, usnja in podobnih materialov";"Moški";"Povpreèje";"2019";z
"7318 Izdelovalci/izdelovalke predmetov domaèe obrti iz tekstilij, usnja in podobnih materialov";"Ženske";"Povpreèje";"2011";-
"7318 Izdelovalci/izdelovalke predmetov domaèe obrti iz tekstilij, usnja in podobnih materialov";"Ženske";"Povpreèje";"2012";-
"7318 Izdelovalci/izdelovalke predmetov domaèe obrti iz tekstilij, usnja in podobnih materialov";"Ženske";"Povpreèje";"2013";-
"7318 Izdelovalci/izdelovalke predmetov domaèe obrti iz tekstilij, usnja in podobnih materialov";"Ženske";"Povpreèje";"2014";-
"7318 Izdelovalci/izdelovalke predmetov domaèe obrti iz tekstilij, usnja in podobnih materialov";"Ženske";"Povpreèje";"2015";-
"7318 Izdelovalci/izdelovalke predmetov domaèe obrti iz tekstilij, usnja in podobnih materialov";"Ženske";"Povpreèje";"2016";-
"7318 Izdelovalci/izdelovalke predmetov domaèe obrti iz tekstilij, usnja in podobnih materialov";"Ženske";"Povpreèje";"2017";-
"7318 Izdelovalci/izdelovalke predmetov domaèe obrti iz tekstilij, usnja in podobnih materialov";"Ženske";"Povpreèje";"2018";-
"7318 Izdelovalci/izdelovalke predmetov domaèe obrti iz tekstilij, usnja in podobnih materialov";"Ženske";"Povpreèje";"2019";z
"7319 Poklici za finomehanièna in druga rokodelskoobrtna dela, d. n.";"Moški";"Povpreèje";"2011";-
"7319 Poklici za finomehanièna in druga rokodelskoobrtna dela, d. n.";"Moški";"Povpreèje";"2012";-
"7319 Poklici za finomehanièna in druga rokodelskoobrtna dela, d. n.";"Moški";"Povpreèje";"2013";-
"7319 Poklici za finomehanièna in druga rokodelskoobrtna dela, d. n.";"Moški";"Povpreèje";"2014";-
"7319 Poklici za finomehanièna in druga rokodelskoobrtna dela, d. n.";"Moški";"Povpreèje";"2015";-
"7319 Poklici za finomehanièna in druga rokodelskoobrtna dela, d. n.";"Moški";"Povpreèje";"2016";-
"7319 Poklici za finomehanièna in druga rokodelskoobrtna dela, d. n.";"Moški";"Povpreèje";"2017";-
"7319 Poklici za finomehanièna in druga rokodelskoobrtna dela, d. n.";"Moški";"Povpreèje";"2018";-
"7319 Poklici za finomehanièna in druga rokodelskoobrtna dela, d. n.";"Moški";"Povpreèje";"2019";1189
"7319 Poklici za finomehanièna in druga rokodelskoobrtna dela, d. n.";"Ženske";"Povpreèje";"2011";-
"7319 Poklici za finomehanièna in druga rokodelskoobrtna dela, d. n.";"Ženske";"Povpreèje";"2012";-
"7319 Poklici za finomehanièna in druga rokodelskoobrtna dela, d. n.";"Ženske";"Povpreèje";"2013";-
"7319 Poklici za finomehanièna in druga rokodelskoobrtna dela, d. n.";"Ženske";"Povpreèje";"2014";-
"7319 Poklici za finomehanièna in druga rokodelskoobrtna dela, d. n.";"Ženske";"Povpreèje";"2015";-
"7319 Poklici za finomehanièna in druga rokodelskoobrtna dela, d. n.";"Ženske";"Povpreèje";"2016";-
"7319 Poklici za finomehanièna in druga rokodelskoobrtna dela, d. n.";"Ženske";"Povpreèje";"2017";-
"7319 Poklici za finomehanièna in druga rokodelskoobrtna dela, d. n.";"Ženske";"Povpreèje";"2018";-
"7319 Poklici za finomehanièna in druga rokodelskoobrtna dela, d. n.";"Ženske";"Povpreèje";"2019";1085
"732 Poklici za tiskarska dela";"Moški";"Povpreèje";"2011";-
"732 Poklici za tiskarska dela";"Moški";"Povpreèje";"2012";-
"732 Poklici za tiskarska dela";"Moški";"Povpreèje";"2013";-
"732 Poklici za tiskarska dela";"Moški";"Povpreèje";"2014";-
"732 Poklici za tiskarska dela";"Moški";"Povpreèje";"2015";-
"732 Poklici za tiskarska dela";"Moški";"Povpreèje";"2016";-
"732 Poklici za tiskarska dela";"Moški";"Povpreèje";"2017";-
"732 Poklici za tiskarska dela";"Moški";"Povpreèje";"2018";-
"732 Poklici za tiskarska dela";"Moški";"Povpreèje";"2019";1631
"732 Poklici za tiskarska dela";"Ženske";"Povpreèje";"2011";-
"732 Poklici za tiskarska dela";"Ženske";"Povpreèje";"2012";-
"732 Poklici za tiskarska dela";"Ženske";"Povpreèje";"2013";-
"732 Poklici za tiskarska dela";"Ženske";"Povpreèje";"2014";-
"732 Poklici za tiskarska dela";"Ženske";"Povpreèje";"2015";-
"732 Poklici za tiskarska dela";"Ženske";"Povpreèje";"2016";-
"732 Poklici za tiskarska dela";"Ženske";"Povpreèje";"2017";-
"732 Poklici za tiskarska dela";"Ženske";"Povpreèje";"2018";-
"732 Poklici za tiskarska dela";"Ženske";"Povpreèje";"2019";1311
"7321 Poklici za pripravo tiska";"Moški";"Povpreèje";"2011";-
"7321 Poklici za pripravo tiska";"Moški";"Povpreèje";"2012";-
"7321 Poklici za pripravo tiska";"Moški";"Povpreèje";"2013";-
"7321 Poklici za pripravo tiska";"Moški";"Povpreèje";"2014";-
"7321 Poklici za pripravo tiska";"Moški";"Povpreèje";"2015";-
"7321 Poklici za pripravo tiska";"Moški";"Povpreèje";"2016";-
"7321 Poklici za pripravo tiska";"Moški";"Povpreèje";"2017";-
"7321 Poklici za pripravo tiska";"Moški";"Povpreèje";"2018";-
"7321 Poklici za pripravo tiska";"Moški";"Povpreèje";"2019";1698
"7321 Poklici za pripravo tiska";"Ženske";"Povpreèje";"2011";-
"7321 Poklici za pripravo tiska";"Ženske";"Povpreèje";"2012";-
"7321 Poklici za pripravo tiska";"Ženske";"Povpreèje";"2013";-
"7321 Poklici za pripravo tiska";"Ženske";"Povpreèje";"2014";-
"7321 Poklici za pripravo tiska";"Ženske";"Povpreèje";"2015";-
"7321 Poklici za pripravo tiska";"Ženske";"Povpreèje";"2016";-
"7321 Poklici za pripravo tiska";"Ženske";"Povpreèje";"2017";-
"7321 Poklici za pripravo tiska";"Ženske";"Povpreèje";"2018";-
"7321 Poklici za pripravo tiska";"Ženske";"Povpreèje";"2019";1458
"7322 Tiskarji/tiskarke";"Moški";"Povpreèje";"2011";-
"7322 Tiskarji/tiskarke";"Moški";"Povpreèje";"2012";-
"7322 Tiskarji/tiskarke";"Moški";"Povpreèje";"2013";-
"7322 Tiskarji/tiskarke";"Moški";"Povpreèje";"2014";-
"7322 Tiskarji/tiskarke";"Moški";"Povpreèje";"2015";-
"7322 Tiskarji/tiskarke";"Moški";"Povpreèje";"2016";-
"7322 Tiskarji/tiskarke";"Moški";"Povpreèje";"2017";-
"7322 Tiskarji/tiskarke";"Moški";"Povpreèje";"2018";-
"7322 Tiskarji/tiskarke";"Moški";"Povpreèje";"2019";1671
"7322 Tiskarji/tiskarke";"Ženske";"Povpreèje";"2011";-
"7322 Tiskarji/tiskarke";"Ženske";"Povpreèje";"2012";-
"7322 Tiskarji/tiskarke";"Ženske";"Povpreèje";"2013";-
"7322 Tiskarji/tiskarke";"Ženske";"Povpreèje";"2014";-
"7322 Tiskarji/tiskarke";"Ženske";"Povpreèje";"2015";-
"7322 Tiskarji/tiskarke";"Ženske";"Povpreèje";"2016";-
"7322 Tiskarji/tiskarke";"Ženske";"Povpreèje";"2017";-
"7322 Tiskarji/tiskarke";"Ženske";"Povpreèje";"2018";-
"7322 Tiskarji/tiskarke";"Ženske";"Povpreèje";"2019";1323
"7323 Poklici za zakljuèna tiskarska dela in knjigovezi/knjigovezke";"Moški";"Povpreèje";"2011";-
"7323 Poklici za zakljuèna tiskarska dela in knjigovezi/knjigovezke";"Moški";"Povpreèje";"2012";-
"7323 Poklici za zakljuèna tiskarska dela in knjigovezi/knjigovezke";"Moški";"Povpreèje";"2013";-
"7323 Poklici za zakljuèna tiskarska dela in knjigovezi/knjigovezke";"Moški";"Povpreèje";"2014";-
"7323 Poklici za zakljuèna tiskarska dela in knjigovezi/knjigovezke";"Moški";"Povpreèje";"2015";-
"7323 Poklici za zakljuèna tiskarska dela in knjigovezi/knjigovezke";"Moški";"Povpreèje";"2016";-
"7323 Poklici za zakljuèna tiskarska dela in knjigovezi/knjigovezke";"Moški";"Povpreèje";"2017";-
"7323 Poklici za zakljuèna tiskarska dela in knjigovezi/knjigovezke";"Moški";"Povpreèje";"2018";-
"7323 Poklici za zakljuèna tiskarska dela in knjigovezi/knjigovezke";"Moški";"Povpreèje";"2019";1377
"7323 Poklici za zakljuèna tiskarska dela in knjigovezi/knjigovezke";"Ženske";"Povpreèje";"2011";-
"7323 Poklici za zakljuèna tiskarska dela in knjigovezi/knjigovezke";"Ženske";"Povpreèje";"2012";-
"7323 Poklici za zakljuèna tiskarska dela in knjigovezi/knjigovezke";"Ženske";"Povpreèje";"2013";-
"7323 Poklici za zakljuèna tiskarska dela in knjigovezi/knjigovezke";"Ženske";"Povpreèje";"2014";-
"7323 Poklici za zakljuèna tiskarska dela in knjigovezi/knjigovezke";"Ženske";"Povpreèje";"2015";-
"7323 Poklici za zakljuèna tiskarska dela in knjigovezi/knjigovezke";"Ženske";"Povpreèje";"2016";-
"7323 Poklici za zakljuèna tiskarska dela in knjigovezi/knjigovezke";"Ženske";"Povpreèje";"2017";-
"7323 Poklici za zakljuèna tiskarska dela in knjigovezi/knjigovezke";"Ženske";"Povpreèje";"2018";-
"7323 Poklici za zakljuèna tiskarska dela in knjigovezi/knjigovezke";"Ženske";"Povpreèje";"2019";1193
"74 Monterji in serviserji elektriènih in elektronskih naprav ipd.";"Moški";"Povpreèje";"2011";1402
"74 Monterji in serviserji elektriènih in elektronskih naprav ipd.";"Moški";"Povpreèje";"2012";1434
"74 Monterji in serviserji elektriènih in elektronskih naprav ipd.";"Moški";"Povpreèje";"2013";1454
"74 Monterji in serviserji elektriènih in elektronskih naprav ipd.";"Moški";"Povpreèje";"2014";1501
"74 Monterji in serviserji elektriènih in elektronskih naprav ipd.";"Moški";"Povpreèje";"2015";1507
"74 Monterji in serviserji elektriènih in elektronskih naprav ipd.";"Moški";"Povpreèje";"2016";1540
"74 Monterji in serviserji elektriènih in elektronskih naprav ipd.";"Moški";"Povpreèje";"2017";1580
"74 Monterji in serviserji elektriènih in elektronskih naprav ipd.";"Moški";"Povpreèje";"2018";1663
"74 Monterji in serviserji elektriènih in elektronskih naprav ipd.";"Moški";"Povpreèje";"2019";1713
"74 Monterji in serviserji elektriènih in elektronskih naprav ipd.";"Ženske";"Povpreèje";"2011";1040
"74 Monterji in serviserji elektriènih in elektronskih naprav ipd.";"Ženske";"Povpreèje";"2012";1076
"74 Monterji in serviserji elektriènih in elektronskih naprav ipd.";"Ženske";"Povpreèje";"2013";1066
"74 Monterji in serviserji elektriènih in elektronskih naprav ipd.";"Ženske";"Povpreèje";"2014";1105
"74 Monterji in serviserji elektriènih in elektronskih naprav ipd.";"Ženske";"Povpreèje";"2015";1102
"74 Monterji in serviserji elektriènih in elektronskih naprav ipd.";"Ženske";"Povpreèje";"2016";1115
"74 Monterji in serviserji elektriènih in elektronskih naprav ipd.";"Ženske";"Povpreèje";"2017";1181
"74 Monterji in serviserji elektriènih in elektronskih naprav ipd.";"Ženske";"Povpreèje";"2018";1235
"74 Monterji in serviserji elektriènih in elektronskih naprav ipd.";"Ženske";"Povpreèje";"2019";1292
"741 Monterji in serviserji/monterke in serviserke elektriènih naprav ipd.";"Moški";"Povpreèje";"2011";-
"741 Monterji in serviserji/monterke in serviserke elektriènih naprav ipd.";"Moški";"Povpreèje";"2012";-
"741 Monterji in serviserji/monterke in serviserke elektriènih naprav ipd.";"Moški";"Povpreèje";"2013";-
"741 Monterji in serviserji/monterke in serviserke elektriènih naprav ipd.";"Moški";"Povpreèje";"2014";-
"741 Monterji in serviserji/monterke in serviserke elektriènih naprav ipd.";"Moški";"Povpreèje";"2015";-
"741 Monterji in serviserji/monterke in serviserke elektriènih naprav ipd.";"Moški";"Povpreèje";"2016";-
"741 Monterji in serviserji/monterke in serviserke elektriènih naprav ipd.";"Moški";"Povpreèje";"2017";-
"741 Monterji in serviserji/monterke in serviserke elektriènih naprav ipd.";"Moški";"Povpreèje";"2018";-
"741 Monterji in serviserji/monterke in serviserke elektriènih naprav ipd.";"Moški";"Povpreèje";"2019";1711
"741 Monterji in serviserji/monterke in serviserke elektriènih naprav ipd.";"Ženske";"Povpreèje";"2011";-
"741 Monterji in serviserji/monterke in serviserke elektriènih naprav ipd.";"Ženske";"Povpreèje";"2012";-
"741 Monterji in serviserji/monterke in serviserke elektriènih naprav ipd.";"Ženske";"Povpreèje";"2013";-
"741 Monterji in serviserji/monterke in serviserke elektriènih naprav ipd.";"Ženske";"Povpreèje";"2014";-
"741 Monterji in serviserji/monterke in serviserke elektriènih naprav ipd.";"Ženske";"Povpreèje";"2015";-
"741 Monterji in serviserji/monterke in serviserke elektriènih naprav ipd.";"Ženske";"Povpreèje";"2016";-
"741 Monterji in serviserji/monterke in serviserke elektriènih naprav ipd.";"Ženske";"Povpreèje";"2017";-
"741 Monterji in serviserji/monterke in serviserke elektriènih naprav ipd.";"Ženske";"Povpreèje";"2018";-
"741 Monterji in serviserji/monterke in serviserke elektriènih naprav ipd.";"Ženske";"Povpreèje";"2019";1328
"7411 Elektroinštalaterji/elektroinštalaterke";"Moški";"Povpreèje";"2011";-
"7411 Elektroinštalaterji/elektroinštalaterke";"Moški";"Povpreèje";"2012";-
"7411 Elektroinštalaterji/elektroinštalaterke";"Moški";"Povpreèje";"2013";-
"7411 Elektroinštalaterji/elektroinštalaterke";"Moški";"Povpreèje";"2014";-
"7411 Elektroinštalaterji/elektroinštalaterke";"Moški";"Povpreèje";"2015";-
"7411 Elektroinštalaterji/elektroinštalaterke";"Moški";"Povpreèje";"2016";-
"7411 Elektroinštalaterji/elektroinštalaterke";"Moški";"Povpreèje";"2017";-
"7411 Elektroinštalaterji/elektroinštalaterke";"Moški";"Povpreèje";"2018";-
"7411 Elektroinštalaterji/elektroinštalaterke";"Moški";"Povpreèje";"2019";z
"7411 Elektroinštalaterji/elektroinštalaterke";"Ženske";"Povpreèje";"2011";-
"7411 Elektroinštalaterji/elektroinštalaterke";"Ženske";"Povpreèje";"2012";-
"7411 Elektroinštalaterji/elektroinštalaterke";"Ženske";"Povpreèje";"2013";-
"7411 Elektroinštalaterji/elektroinštalaterke";"Ženske";"Povpreèje";"2014";-
"7411 Elektroinštalaterji/elektroinštalaterke";"Ženske";"Povpreèje";"2015";-
"7411 Elektroinštalaterji/elektroinštalaterke";"Ženske";"Povpreèje";"2016";-
"7411 Elektroinštalaterji/elektroinštalaterke";"Ženske";"Povpreèje";"2017";-
"7411 Elektroinštalaterji/elektroinštalaterke";"Ženske";"Povpreèje";"2018";-
"7411 Elektroinštalaterji/elektroinštalaterke";"Ženske";"Povpreèje";"2019";z
"7412 Elektromehaniki/elektromehanièarke";"Moški";"Povpreèje";"2011";-
"7412 Elektromehaniki/elektromehanièarke";"Moški";"Povpreèje";"2012";-
"7412 Elektromehaniki/elektromehanièarke";"Moški";"Povpreèje";"2013";-
"7412 Elektromehaniki/elektromehanièarke";"Moški";"Povpreèje";"2014";-
"7412 Elektromehaniki/elektromehanièarke";"Moški";"Povpreèje";"2015";-
"7412 Elektromehaniki/elektromehanièarke";"Moški";"Povpreèje";"2016";-
"7412 Elektromehaniki/elektromehanièarke";"Moški";"Povpreèje";"2017";-
"7412 Elektromehaniki/elektromehanièarke";"Moški";"Povpreèje";"2018";-
"7412 Elektromehaniki/elektromehanièarke";"Moški";"Povpreèje";"2019";1817
"7412 Elektromehaniki/elektromehanièarke";"Ženske";"Povpreèje";"2011";-
"7412 Elektromehaniki/elektromehanièarke";"Ženske";"Povpreèje";"2012";-
"7412 Elektromehaniki/elektromehanièarke";"Ženske";"Povpreèje";"2013";-
"7412 Elektromehaniki/elektromehanièarke";"Ženske";"Povpreèje";"2014";-
"7412 Elektromehaniki/elektromehanièarke";"Ženske";"Povpreèje";"2015";-
"7412 Elektromehaniki/elektromehanièarke";"Ženske";"Povpreèje";"2016";-
"7412 Elektromehaniki/elektromehanièarke";"Ženske";"Povpreèje";"2017";-
"7412 Elektromehaniki/elektromehanièarke";"Ženske";"Povpreèje";"2018";-
"7412 Elektromehaniki/elektromehanièarke";"Ženske";"Povpreèje";"2019";1440
"7413 Monterji/monterke elektriènega omrežja";"Moški";"Povpreèje";"2011";-
"7413 Monterji/monterke elektriènega omrežja";"Moški";"Povpreèje";"2012";-
"7413 Monterji/monterke elektriènega omrežja";"Moški";"Povpreèje";"2013";-
"7413 Monterji/monterke elektriènega omrežja";"Moški";"Povpreèje";"2014";-
"7413 Monterji/monterke elektriènega omrežja";"Moški";"Povpreèje";"2015";-
"7413 Monterji/monterke elektriènega omrežja";"Moški";"Povpreèje";"2016";-
"7413 Monterji/monterke elektriènega omrežja";"Moški";"Povpreèje";"2017";-
"7413 Monterji/monterke elektriènega omrežja";"Moški";"Povpreèje";"2018";-
"7413 Monterji/monterke elektriènega omrežja";"Moški";"Povpreèje";"2019";z
"7413 Monterji/monterke elektriènega omrežja";"Ženske";"Povpreèje";"2011";-
"7413 Monterji/monterke elektriènega omrežja";"Ženske";"Povpreèje";"2012";-
"7413 Monterji/monterke elektriènega omrežja";"Ženske";"Povpreèje";"2013";-
"7413 Monterji/monterke elektriènega omrežja";"Ženske";"Povpreèje";"2014";-
"7413 Monterji/monterke elektriènega omrežja";"Ženske";"Povpreèje";"2015";-
"7413 Monterji/monterke elektriènega omrežja";"Ženske";"Povpreèje";"2016";-
"7413 Monterji/monterke elektriènega omrežja";"Ženske";"Povpreèje";"2017";-
"7413 Monterji/monterke elektriènega omrežja";"Ženske";"Povpreèje";"2018";-
"7413 Monterji/monterke elektriènega omrežja";"Ženske";"Povpreèje";"2019";z
"742 Monterji in serviserji/monterke in serviserke elektronskih naprav ipd.";"Moški";"Povpreèje";"2011";-
"742 Monterji in serviserji/monterke in serviserke elektronskih naprav ipd.";"Moški";"Povpreèje";"2012";-
"742 Monterji in serviserji/monterke in serviserke elektronskih naprav ipd.";"Moški";"Povpreèje";"2013";-
"742 Monterji in serviserji/monterke in serviserke elektronskih naprav ipd.";"Moški";"Povpreèje";"2014";-
"742 Monterji in serviserji/monterke in serviserke elektronskih naprav ipd.";"Moški";"Povpreèje";"2015";-
"742 Monterji in serviserji/monterke in serviserke elektronskih naprav ipd.";"Moški";"Povpreèje";"2016";-
"742 Monterji in serviserji/monterke in serviserke elektronskih naprav ipd.";"Moški";"Povpreèje";"2017";-
"742 Monterji in serviserji/monterke in serviserke elektronskih naprav ipd.";"Moški";"Povpreèje";"2018";-
"742 Monterji in serviserji/monterke in serviserke elektronskih naprav ipd.";"Moški";"Povpreèje";"2019";1720
"742 Monterji in serviserji/monterke in serviserke elektronskih naprav ipd.";"Ženske";"Povpreèje";"2011";-
"742 Monterji in serviserji/monterke in serviserke elektronskih naprav ipd.";"Ženske";"Povpreèje";"2012";-
"742 Monterji in serviserji/monterke in serviserke elektronskih naprav ipd.";"Ženske";"Povpreèje";"2013";-
"742 Monterji in serviserji/monterke in serviserke elektronskih naprav ipd.";"Ženske";"Povpreèje";"2014";-
"742 Monterji in serviserji/monterke in serviserke elektronskih naprav ipd.";"Ženske";"Povpreèje";"2015";-
"742 Monterji in serviserji/monterke in serviserke elektronskih naprav ipd.";"Ženske";"Povpreèje";"2016";-
"742 Monterji in serviserji/monterke in serviserke elektronskih naprav ipd.";"Ženske";"Povpreèje";"2017";-
"742 Monterji in serviserji/monterke in serviserke elektronskih naprav ipd.";"Ženske";"Povpreèje";"2018";-
"742 Monterji in serviserji/monterke in serviserke elektronskih naprav ipd.";"Ženske";"Povpreèje";"2019";1265
"7421 Mehaniki in serviserji/mehanièarke in serviserke elektronskih naprav";"Moški";"Povpreèje";"2011";-
"7421 Mehaniki in serviserji/mehanièarke in serviserke elektronskih naprav";"Moški";"Povpreèje";"2012";-
"7421 Mehaniki in serviserji/mehanièarke in serviserke elektronskih naprav";"Moški";"Povpreèje";"2013";-
"7421 Mehaniki in serviserji/mehanièarke in serviserke elektronskih naprav";"Moški";"Povpreèje";"2014";-
"7421 Mehaniki in serviserji/mehanièarke in serviserke elektronskih naprav";"Moški";"Povpreèje";"2015";-
"7421 Mehaniki in serviserji/mehanièarke in serviserke elektronskih naprav";"Moški";"Povpreèje";"2016";-
"7421 Mehaniki in serviserji/mehanièarke in serviserke elektronskih naprav";"Moški";"Povpreèje";"2017";-
"7421 Mehaniki in serviserji/mehanièarke in serviserke elektronskih naprav";"Moški";"Povpreèje";"2018";-
"7421 Mehaniki in serviserji/mehanièarke in serviserke elektronskih naprav";"Moški";"Povpreèje";"2019";z
"7421 Mehaniki in serviserji/mehanièarke in serviserke elektronskih naprav";"Ženske";"Povpreèje";"2011";-
"7421 Mehaniki in serviserji/mehanièarke in serviserke elektronskih naprav";"Ženske";"Povpreèje";"2012";-
"7421 Mehaniki in serviserji/mehanièarke in serviserke elektronskih naprav";"Ženske";"Povpreèje";"2013";-
"7421 Mehaniki in serviserji/mehanièarke in serviserke elektronskih naprav";"Ženske";"Povpreèje";"2014";-
"7421 Mehaniki in serviserji/mehanièarke in serviserke elektronskih naprav";"Ženske";"Povpreèje";"2015";-
"7421 Mehaniki in serviserji/mehanièarke in serviserke elektronskih naprav";"Ženske";"Povpreèje";"2016";-
"7421 Mehaniki in serviserji/mehanièarke in serviserke elektronskih naprav";"Ženske";"Povpreèje";"2017";-
"7421 Mehaniki in serviserji/mehanièarke in serviserke elektronskih naprav";"Ženske";"Povpreèje";"2018";-
"7421 Mehaniki in serviserji/mehanièarke in serviserke elektronskih naprav";"Ženske";"Povpreèje";"2019";z
"7422 Monterji in serviserji/monterke in serviserke naprav s podroèja informacijsko-komunikacijske tehnologije in omrežja";"Moški";"Povpreèje";"2011";-
"7422 Monterji in serviserji/monterke in serviserke naprav s podroèja informacijsko-komunikacijske tehnologije in omrežja";"Moški";"Povpreèje";"2012";-
"7422 Monterji in serviserji/monterke in serviserke naprav s podroèja informacijsko-komunikacijske tehnologije in omrežja";"Moški";"Povpreèje";"2013";-
"7422 Monterji in serviserji/monterke in serviserke naprav s podroèja informacijsko-komunikacijske tehnologije in omrežja";"Moški";"Povpreèje";"2014";-
"7422 Monterji in serviserji/monterke in serviserke naprav s podroèja informacijsko-komunikacijske tehnologije in omrežja";"Moški";"Povpreèje";"2015";-
"7422 Monterji in serviserji/monterke in serviserke naprav s podroèja informacijsko-komunikacijske tehnologije in omrežja";"Moški";"Povpreèje";"2016";-
"7422 Monterji in serviserji/monterke in serviserke naprav s podroèja informacijsko-komunikacijske tehnologije in omrežja";"Moški";"Povpreèje";"2017";-
"7422 Monterji in serviserji/monterke in serviserke naprav s podroèja informacijsko-komunikacijske tehnologije in omrežja";"Moški";"Povpreèje";"2018";-
"7422 Monterji in serviserji/monterke in serviserke naprav s podroèja informacijsko-komunikacijske tehnologije in omrežja";"Moški";"Povpreèje";"2019";z
"7422 Monterji in serviserji/monterke in serviserke naprav s podroèja informacijsko-komunikacijske tehnologije in omrežja";"Ženske";"Povpreèje";"2011";-
"7422 Monterji in serviserji/monterke in serviserke naprav s podroèja informacijsko-komunikacijske tehnologije in omrežja";"Ženske";"Povpreèje";"2012";-
"7422 Monterji in serviserji/monterke in serviserke naprav s podroèja informacijsko-komunikacijske tehnologije in omrežja";"Ženske";"Povpreèje";"2013";-
"7422 Monterji in serviserji/monterke in serviserke naprav s podroèja informacijsko-komunikacijske tehnologije in omrežja";"Ženske";"Povpreèje";"2014";-
"7422 Monterji in serviserji/monterke in serviserke naprav s podroèja informacijsko-komunikacijske tehnologije in omrežja";"Ženske";"Povpreèje";"2015";-
"7422 Monterji in serviserji/monterke in serviserke naprav s podroèja informacijsko-komunikacijske tehnologije in omrežja";"Ženske";"Povpreèje";"2016";-
"7422 Monterji in serviserji/monterke in serviserke naprav s podroèja informacijsko-komunikacijske tehnologije in omrežja";"Ženske";"Povpreèje";"2017";-
"7422 Monterji in serviserji/monterke in serviserke naprav s podroèja informacijsko-komunikacijske tehnologije in omrežja";"Ženske";"Povpreèje";"2018";-
"7422 Monterji in serviserji/monterke in serviserke naprav s podroèja informacijsko-komunikacijske tehnologije in omrežja";"Ženske";"Povpreèje";"2019";z
"75 Predelovalci živil, obdelovalci lesa, oblaèilni in drugi poklici za neindustrijski naèin dela";"Moški";"Povpreèje";"2011";1083
"75 Predelovalci živil, obdelovalci lesa, oblaèilni in drugi poklici za neindustrijski naèin dela";"Moški";"Povpreèje";"2012";1109
"75 Predelovalci živil, obdelovalci lesa, oblaèilni in drugi poklici za neindustrijski naèin dela";"Moški";"Povpreèje";"2013";1123
"75 Predelovalci živil, obdelovalci lesa, oblaèilni in drugi poklici za neindustrijski naèin dela";"Moški";"Povpreèje";"2014";1148
"75 Predelovalci živil, obdelovalci lesa, oblaèilni in drugi poklici za neindustrijski naèin dela";"Moški";"Povpreèje";"2015";1175
"75 Predelovalci živil, obdelovalci lesa, oblaèilni in drugi poklici za neindustrijski naèin dela";"Moški";"Povpreèje";"2016";1205
"75 Predelovalci živil, obdelovalci lesa, oblaèilni in drugi poklici za neindustrijski naèin dela";"Moški";"Povpreèje";"2017";1249
"75 Predelovalci živil, obdelovalci lesa, oblaèilni in drugi poklici za neindustrijski naèin dela";"Moški";"Povpreèje";"2018";1313
"75 Predelovalci živil, obdelovalci lesa, oblaèilni in drugi poklici za neindustrijski naèin dela";"Moški";"Povpreèje";"2019";1369
"75 Predelovalci živil, obdelovalci lesa, oblaèilni in drugi poklici za neindustrijski naèin dela";"Ženske";"Povpreèje";"2011";930
"75 Predelovalci živil, obdelovalci lesa, oblaèilni in drugi poklici za neindustrijski naèin dela";"Ženske";"Povpreèje";"2012";957
"75 Predelovalci živil, obdelovalci lesa, oblaèilni in drugi poklici za neindustrijski naèin dela";"Ženske";"Povpreèje";"2013";966
"75 Predelovalci živil, obdelovalci lesa, oblaèilni in drugi poklici za neindustrijski naèin dela";"Ženske";"Povpreèje";"2014";1005
"75 Predelovalci živil, obdelovalci lesa, oblaèilni in drugi poklici za neindustrijski naèin dela";"Ženske";"Povpreèje";"2015";1022
"75 Predelovalci živil, obdelovalci lesa, oblaèilni in drugi poklici za neindustrijski naèin dela";"Ženske";"Povpreèje";"2016";1028
"75 Predelovalci živil, obdelovalci lesa, oblaèilni in drugi poklici za neindustrijski naèin dela";"Ženske";"Povpreèje";"2017";1068
"75 Predelovalci živil, obdelovalci lesa, oblaèilni in drugi poklici za neindustrijski naèin dela";"Ženske";"Povpreèje";"2018";1119
"75 Predelovalci živil, obdelovalci lesa, oblaèilni in drugi poklici za neindustrijski naèin dela";"Ženske";"Povpreèje";"2019";1182
"751 Predelovalci/predelovalke živil ipd.";"Moški";"Povpreèje";"2011";-
"751 Predelovalci/predelovalke živil ipd.";"Moški";"Povpreèje";"2012";-
"751 Predelovalci/predelovalke živil ipd.";"Moški";"Povpreèje";"2013";-
"751 Predelovalci/predelovalke živil ipd.";"Moški";"Povpreèje";"2014";-
"751 Predelovalci/predelovalke živil ipd.";"Moški";"Povpreèje";"2015";-
"751 Predelovalci/predelovalke živil ipd.";"Moški";"Povpreèje";"2016";-
"751 Predelovalci/predelovalke živil ipd.";"Moški";"Povpreèje";"2017";-
"751 Predelovalci/predelovalke živil ipd.";"Moški";"Povpreèje";"2018";-
"751 Predelovalci/predelovalke živil ipd.";"Moški";"Povpreèje";"2019";1322
